634;13;18
634;11;2
634;14;2
634;44;1848151040
650;39;26
650;12;2327
650;40;16
650;18;7
650;13;48
650;11;19
650;14;17
650;16;7
650;44;151882736
652;39;10
652;12;916
652;40;9
652;18;1
652;13;20
652;11;4
652;14;7
652;16;1
652;44;1344592896
658;39;20
658;12;1645
658;40;13
658;13;32
658;11;8
658;14;12
658;44;3279672064
666;39;14
666;12;2082
666;40;15
666;18;3
666;13;48
666;11;24
666;14;15
666;16;3
666;44;3513730816
678;39;9
678;12;1090
678;40;6
678;18;1
678;13;23
678;11;4
678;14;4
678;16;1
678;44;4151856128
687;39;30
687;12;1737
687;40;27
687;18;1
687;13;37
687;11;14
687;14;32
687;16;1
687;44;3768728064
701;39;79
701;12;4826
701;40;140
701;18;4
701;13;107
701;11;53
701;14;64
701;16;4
701;44;168236352
705;39;17
705;12;3586
705;40;51
705;13;106
705;11;80
705;14;37
705;44;872992448
778;39;87
778;12;6805
778;40;80
778;18;13
778;13;150
778;11;84
778;14;15
778;16;13
778;44;2072590208
791;39;9
791;12;2117
791;40;4
791;13;62
791;11;44
791;14;44
791;44;120623320
837;39;41
837;12;3774
837;40;21
837;18;1
837;13;117
837;11;95
837;14;78
837;16;1
837;44;508272128
914;39;8
914;12;1629
914;40;12
914;13;40
914;11;22
914;14;16
914;44;2986157568
935;39;23
935;12;1146
935;40;10
935;13;26
935;11;8
935;14;6
935;44;3893083392
941;39;9
941;12;1075
941;40;3
941;13;24
941;11;8
941;14;4
941;44;41511472
946;39;26
946;12;1687
946;40;9
946;18;3
946;13;41
946;11;24
946;14;45
946;16;3
946;44;4078800896
972;39;7
972;12;1118
972;40;7
972;13;23
972;11;6
972;14;1
972;44;2954222848
974;39;138
974;12;14741
974;40;157
974;18;11
974;13;357
974;11;131
974;14;42
974;16;11
974;44;1002397376
984;39;67
984;12;4955
984;40;74
984;18;6
984;13;130
984;11;79
984;14;99
984;16;6
984;44;852194112
986;39;10
986;12;337
986;40;8
986;18;4
986;13;6
986;11;5
986;14;12
986;16;4
986;44;3963267584
991;39;133
991;12;13673
991;40;108
991;18;12
991;13;302
991;11;139
991;14;22
991;16;12
991;44;2369852928
1013;39;14
1013;12;2354
1013;40;47
1013;13;59
1013;11;25
1013;14;16
1013;44;3463425024
1094;39;5
1094;12;802
1094;40;14
1094;13;16
1094;11;1
1094;14;7
1094;44;855745600
1106;39;3
1106;12;926
1106;40;7
1106;13;18
1106;11;2
1106;44;1358069888
1107;39;27
1107;12;1642
1107;40;25
1107;13;42
1107;11;25
1107;14;4
1107;44;122029072
1111;39;57
1111;12;4401
1111;40;41
1111;18;4
1111;13;101
1111;11;42
1111;14;61
1111;16;4
1111;44;290820672
1137;39;6
1137;12;1363
1137;40;2
1137;13;28
1137;11;8
1137;14;1
1137;44;3020789760
1173;39;11
1173;12;1044
1173;40;2
1173;18;2
1173;13;23
1173;11;8
1173;14;2
1173;16;2
1173;44;3485561856
1176;39;28
1176;12;3080
1176;40;20
1176;18;5
1176;13;61
1176;11;25
1176;14;14
1176;16;5
1176;44;593479296
1206;39;15
1206;12;2195
1206;40;2
1206;18;1
1206;13;72
1206;11;57
1206;14;41
1206;16;1
1206;44;2177758208
1250;39;12
1250;12;1838
1250;40;16
1250;18;2
1250;13;38
1250;11;10
1250;14;2
1250;16;2
1250;44;2338720000
1252;39;10
1252;12;1424
1252;40;19
1252;18;1
1252;13;31
1252;11;13
1252;14;10
1252;16;1
1252;44;3345451776
1253;18;1
1253;16;1
1253;44;2665607424
1255;18;1
1255;16;1
1255;44;496701120
1257;39;9
1257;12;2554
1257;40;2
1257;18;1
1257;13;99
1257;11;99
1257;14;100
1257;16;1
1257;44;1284022912
1260;39;2
1260;12;668
1260;40;2
1260;13;34
1260;11;34
1260;14;35
1260;44;1979944832
1398;39;224
1398;12;24983
1398;40;205
1398;18;8
1398;13;491
1398;11;199
1398;14;67
1398;16;8
1398;44;719209088
1416;39;54
1416;12;3218
1416;40;4
1416;13;74
1416;11;56
1416;14;63
1416;44;2777883648
1480;39;13
1480;12;2719
1480;40;6
1480;18;1
1480;13;60
1480;11;10
1480;14;18
1480;16;1
1480;44;4151982080
1507;39;35
1507;12;1273
1507;40;3
1507;13;26
1507;11;8
1507;14;304
1507;44;3976468992
1813;39;19
1813;12;3398
1813;40;15
1813;13;71
1813;11;15
1813;14;4
1813;44;350291712
1824;39;23
1824;12;3316
1824;40;50
1824;18;2
1824;13;72
1824;11;26
1824;15;1
1824;14;29
1824;16;1
1824;44;695497984
1826;39;1
1826;12;240
1826;40;1
1826;18;1
1826;13;5
1826;11;2
1826;14;1
1826;16;1
1826;44;3486942976
1828;39;32
1828;12;2788
1828;40;33
1828;18;6
1828;13;58
1828;11;27
1828;14;28
1828;16;6
1828;44;1077025024
1834;39;46
1834;12;3082
1834;40;22
1834;18;1
1834;13;66
1834;11;40
1834;14;41
1834;16;1
1834;44;593294848
1870;39;14
1870;12;2089
1870;40;25
1870;18;1
1870;13;42
1870;11;21
1870;14;17
1870;16;1
1870;44;3273121536
1875;39;4
1875;12;389
1875;40;2
1875;13;11
1875;11;11
1875;14;14
1875;44;2610423040
1904;39;17
1904;12;1865
1904;40;18
1904;13;37
1904;11;14
1904;14;19
1904;44;3433552384
1924;39;19
1924;12;2596
1924;40;31
1924;18;2
1924;13;69
1924;11;19
1924;14;23
1924;16;2
1924;44;1125771776
1957;39;18
1957;12;1301
1957;40;26
1957;18;6
1957;13;31
1957;11;14
1957;14;23
1957;16;6
1957;44;1236890496
1960;39;6
1960;12;1072
1960;40;9
1960;18;2
1960;13;21
1960;11;3
1960;14;4
1960;16;2
1960;44;4293145344
1962;39;2
1962;40;2
1962;18;1
1962;14;1
1962;16;1
1962;44;354739360
1964;18;1
1964;16;1
1964;44;2188304128
1965;39;6
1965;12;47
1965;40;8
1965;13;2
1965;11;2
1965;14;5
1965;44;2835394560
1995;39;160
1995;12;13498
1995;40;163
1995;18;10
1995;13;280
1995;11;152
1995;14;31
1995;16;10
1995;44;339430304
2015;39;5
2015;12;1234
2015;40;3
2015;13;29
2015;11;12
2015;14;9
2015;44;3700718848
2025;39;19
2025;12;1702
2025;40;15
2025;18;1
2025;13;40
2025;11;23
2025;14;17
2025;16;1
2025;44;2160535552
2059;39;9
2059;12;925
2059;40;5
2059;18;2
2059;13;20
2059;11;5
2059;14;3
2059;16;2
2059;44;452453120
2064;39;2
2064;12;854
2064;40;5
2064;13;18
2064;11;2
2064;44;2742195200
2065;39;83
2065;12;6711
2065;40;108
2065;18;6
2065;13;138
2065;11;72
2065;14;7
2065;16;6
2065;44;838088320
2071;39;148
2071;12;3256
2071;40;86
2071;13;100
2071;11;48
2071;14;69
2071;44;3853213696
2073;39;70
2073;12;3746
2073;40;148
2073;18;3
2073;13;84
2073;11;30
2073;14;57
2073;16;3
2073;44;3028685824
2107;39;81
2107;12;2489
2107;40;21
2107;18;3
2107;13;64
2107;11;46
2107;14;162
2107;16;3
2107;44;2761103104
2109;40;9
2109;18;2
2109;15;1
2109;14;3
2109;16;1
2109;44;4080071168
2110;39;51
2110;12;2350
2110;40;70
2110;18;3
2110;13;62
2110;11;43
2110;14;86
2110;16;3
2110;44;1125159040
2112;39;4
2112;12;856
2112;40;5
2112;18;1
2112;13;18
2112;11;2
2112;14;5
2112;16;1
2112;44;2683583232
2344;39;28
2344;12;4873
2344;40;7
2344;18;4
2344;13;95
2344;11;39
2344;14;29
2344;16;4
2344;44;4050570496
2347;39;4
2347;12;846
2347;40;5
2347;13;18
2347;11;2
2347;14;14
2347;44;3625320448
2389;39;8
2389;12;1711
2389;40;5
2389;18;1
2389;13;31
2389;11;6
2389;14;11
2389;16;1
2389;44;157618640
2391;39;28
2391;12;2425
2391;40;4
2391;18;3
2391;13;50
2391;11;18
2391;14;8
2391;16;3
2391;44;2741807360
2414;39;30
2414;12;5334
2414;40;3
2414;18;1
2414;13;111
2414;11;51
2414;15;1
2414;14;18
2414;44;393990016
2415;39;34
2415;12;1591
2415;40;12
2415;18;2
2415;13;37
2415;11;19
2415;14;40
2415;16;2
2415;44;1960152192
2465;39;12
2465;12;1590
2465;40;8
2465;13;32
2465;11;9
2465;14;6
2465;44;1908672640
2472;39;10
2472;12;1613
2472;40;13
2472;13;35
2472;11;14
2472;14;10
2472;44;1566531968
509;47;0.000001
509;8;1
509;34;0.062973
2507;84;1
2507;65;1
2507;68;1
2507;72;1
2507;78;1
2507;79;1
2507;81;8
366;47;0.000001
366;34;0.062973
583;47;0.000001
583;8;3
583;34;0.062973
2584;84;5
2584;65;5
2584;68;2
2584;72;2
2584;81;16
3403;84;14
3403;65;20
3403;68;11
3403;72;11
3403;78;1
3403;79;1
3403;81;56
3415;84;5
3415;65;5
3415;81;32
591;47;0.000001
591;34;0.062973
631;47;0.000001
631;19;2
631;20;2
631;23;1
631;25;4
631;26;2
631;27;2
631;28;2
631;31;10
631;33;2
631;34;0.072759
631;38;4.754888
2578;162;5
2578;129;5
2578;130;2
2578;131;2
2578;132;1
2578;133;1
2578;137;1
2578;138;1
2578;139;1
2578;140;1
2578;142;1
2578;146;1
2578;134;1
2578;135;1
2578;164;1
2578;165;1
2578;166;1
2578;151;1
2578;155;4
2578;156;4
2578;163;4
2579;162;5
2579;129;5
2579;130;2
2579;131;2
2579;132;1
2579;133;1
2579;137;1
2579;138;1
2579;139;1
2579;140;1
2579;142;1
2579;146;1
2579;134;1
2579;135;1
2579;164;1
2579;165;1
2579;166;1
2579;151;1
2579;155;8
2579;156;8
2579;163;8
658;47;0.000001
658;8;1
658;19;3
658;23;1
658;25;43
658;26;78
658;27;4
658;28;3
658;29;6
658;31;3
658;32;6
658;33;9
658;34;0.074278
658;38;178.074036
2581;84;4
2581;65;4
2581;68;1
2581;72;1
2581;78;1
2581;79;1
2581;81;128
2754;162;1
2754;129;1
2754;130;15
2754;131;9
2754;132;25
2754;133;12
2754;137;2
2754;142;3
2754;146;1
2754;148;2
2754;134;1
2754;135;2
2754;164;2
2754;165;2
2754;166;2
2754;151;1
2754;152;2
2754;154;16
2754;155;12
2754;163;28
2755;162;1
2755;129;1
2755;130;14
2755;131;9
2755;132;26
2755;133;12
2755;137;2
2755;142;3
2755;146;1
2755;148;2
2755;134;1
2755;135;1
2755;164;1
2755;165;1
2755;166;1
2755;151;1
2755;152;2
2755;154;16
2755;155;12
2755;163;28
2756;162;1
2756;129;1
2756;130;14
2756;131;9
2756;132;27
2756;133;13
2756;137;2
2756;142;3
2756;146;1
2756;148;2
2756;134;1
2756;135;1
2756;164;1
2756;165;1
2756;166;1
2756;151;1
2756;152;2
2756;154;16
2756;155;12
2756;163;28
650;47;0.000001
650;8;1
650;34;0.062973
2591;84;4
2591;65;12
2591;68;1
2591;72;1
2591;78;1
2591;79;1
2591;81;128
666;47;0.000001
666;8;1
666;34;0.062973
2587;84;5
2587;65;5
2587;68;2
2587;72;2
2587;81;16
678;47;0.000001
678;19;3
678;23;1
678;25;26
678;26;44
678;27;3
678;28;3
678;31;17
678;33;3
678;34;0.073654
678;38;84.323608
2599;162;5
2599;129;5
2599;130;7
2599;131;5
2599;132;11
2599;133;6
2599;137;1
2599;142;1
2599;146;1
2599;134;1
2599;135;1
2599;164;1
2599;165;1
2599;166;1
2599;151;1
2599;155;8
2599;163;8
2600;162;5
2600;129;5
2600;130;6
2600;131;4
2600;132;9
2600;133;6
2600;137;1
2600;142;1
2600;146;1
2600;134;1
2600;135;1
2600;164;1
2600;165;1
2600;166;1
2600;151;1
2600;155;8
2600;163;8
2601;162;7
2601;129;7
2601;130;13
2601;131;8
2601;132;24
2601;133;6
2601;137;2
2601;142;1
2601;146;1
2601;134;1
2601;135;1
2601;164;1
2601;165;1
2601;166;1
2601;151;1
2601;155;8
2601;163;8
687;47;0.000001
687;8;10
687;34;0.062973
2610;84;5
2610;65;5
2610;68;2
2610;72;2
2610;78;1
2610;79;1
2610;81;56
2615;84;5
2615;65;5
2615;81;16
2618;84;15
2618;65;29
2618;81;40
2620;84;10
2620;65;24
2620;68;7
2620;72;7
2620;81;40
2630;84;5
2630;65;5
2630;68;2
2630;72;2
2630;78;1
2630;79;1
2630;81;4
2633;84;16
2633;65;16
2633;81;48
2635;84;11
2635;65;11
2635;68;8
2635;72;8
2635;78;1
2635;79;1
2635;81;48
2646;84;5
2646;65;5
2646;68;2
2646;72;2
2646;78;1
2646;79;1
2646;81;4
2651;84;19
2651;65;41
2651;81;56
2653;84;14
2653;65;17
2653;68;11
2653;72;11
2653;81;56
2667;84;5
2667;65;5
2667;68;2
2667;72;2
2667;78;1
2667;79;1
2667;81;8
2671;84;5
2671;65;5
2671;68;2
2671;72;2
2671;78;1
2671;79;1
2671;81;32
2674;84;5
2674;65;5
2674;68;2
2674;72;2
2674;78;1
2674;79;1
2674;81;4
705;47;0.000001
705;8;2
705;34;0.062973
2677;84;18
2677;65;70
2677;68;11
2677;72;11
2677;81;144
2693;84;18
2693;65;50
2693;68;11
2693;72;11
2693;81;144
701;47;0.000001
701;19;10
701;20;10
701;23;1
701;25;47
701;26;12
701;27;10
701;28;10
701;31;53
701;33;10
701;34;0.075104
701;38;15.261230
2741;162;5
2741;129;5
2741;130;4
2741;131;4
2741;132;1
2741;133;1
2741;137;2
2741;138;1
2741;139;1
2741;140;3
2741;142;1
2741;146;1
2741;134;1
2741;135;1
2741;164;1
2741;165;1
2741;166;1
2741;151;1
2741;155;16
2741;156;20
2741;163;16
2742;162;5
2742;129;5
2742;130;4
2742;131;4
2742;132;1
2742;133;1
2742;137;2
2742;138;1
2742;139;1
2742;140;3
2742;142;1
2742;146;1
2742;134;1
2742;135;1
2742;164;1
2742;165;1
2742;166;1
2742;151;1
2742;155;16
2742;156;20
2742;163;16
2743;162;5
2743;129;5
2743;130;4
2743;131;4
2743;132;1
2743;133;1
2743;137;2
2743;138;1
2743;139;1
2743;140;3
2743;142;1
2743;146;1
2743;134;1
2743;135;1
2743;164;1
2743;165;1
2743;166;1
2743;151;1
2743;155;12
2743;156;16
2743;163;12
2744;162;22
2744;129;6
2744;130;6
2744;131;6
2744;132;1
2744;133;1
2744;137;4
2744;138;1
2744;139;1
2744;140;5
2744;142;1
2744;146;1
2744;134;1
2744;135;1
2744;164;1
2744;165;1
2744;166;1
2744;151;1
2744;155;24
2744;156;28
2744;163;24
2745;162;5
2745;129;5
2745;130;5
2745;131;5
2745;132;2
2745;133;2
2745;137;3
2745;138;1
2745;139;1
2745;140;4
2745;142;1
2745;146;1
2745;134;1
2745;135;1
2745;164;1
2745;165;1
2745;166;1
2745;151;1
2745;155;20
2745;156;24
2745;163;20
2746;162;22
2746;129;6
2746;130;6
2746;131;6
2746;132;2
2746;133;2
2746;137;4
2746;138;1
2746;139;1
2746;140;5
2746;142;1
2746;146;1
2746;134;1
2746;135;1
2746;164;1
2746;165;1
2746;166;1
2746;151;1
2746;155;24
2746;156;28
2746;163;24
2747;162;5
2747;129;5
2747;130;4
2747;131;4
2747;132;1
2747;133;1
2747;137;2
2747;138;1
2747;139;1
2747;140;3
2747;142;1
2747;146;1
2747;134;1
2747;135;1
2747;164;1
2747;165;1
2747;166;1
2747;151;1
2747;155;16
2747;156;20
2747;163;16
2748;162;5
2748;129;5
2748;130;4
2748;131;4
2748;132;1
2748;133;1
2748;137;2
2748;138;1
2748;139;1
2748;140;3
2748;142;1
2748;146;1
2748;134;1
2748;135;1
2748;164;1
2748;165;1
2748;166;1
2748;151;1
2748;155;16
2748;156;20
2748;163;16
2749;162;5
2749;129;5
2749;130;4
2749;131;4
2749;132;1
2749;133;1
2749;137;2
2749;138;1
2749;139;1
2749;140;3
2749;142;1
2749;146;1
2749;134;1
2749;135;1
2749;164;1
2749;165;1
2749;166;1
2749;151;1
2749;155;12
2749;156;16
2749;163;12
2750;162;22
2750;129;6
2750;130;6
2750;131;6
2750;132;1
2750;133;1
2750;137;4
2750;138;1
2750;139;1
2750;140;5
2750;142;1
2750;146;1
2750;134;1
2750;135;1
2750;164;1
2750;165;1
2750;166;1
2750;151;1
2750;155;24
2750;156;28
2750;163;24
778;47;0.000001
778;8;1
778;34;0.062973
2918;84;6
2918;65;8
2918;68;3
2918;72;3
2918;81;16
837;47;0.000001
837;8;3
837;9;48
837;34;0.062973
2759;84;5
2759;65;5
2759;68;2
2759;72;2
2759;78;1
2759;79;1
2759;81;8
2763;84;50
2763;65;66
2763;68;3
2763;72;3
2763;81;124
2768;84;44
2768;65;58
2768;68;1
2768;72;1
2768;78;1
2768;79;1
2768;81;112
2771;84;5
2771;65;5
2771;68;2
2771;72;2
2771;81;8
2856;84;16
2856;65;21
2856;68;3
2856;72;3
2856;81;64
2861;84;10
2861;65;14
2861;68;2
2861;72;2
2861;78;1
2861;79;1
2861;81;48
2865;84;5
2865;65;5
2865;68;2
2865;72;2
2865;78;2
2865;79;1
2865;81;16
914;47;0.000001
914;8;1
914;34;0.062973
2900;84;12
2900;65;27
2900;81;152
2902;84;5
2902;65;7
2902;68;2
2902;72;2
2902;78;1
2902;79;1
2902;81;8
935;47;0.000001
935;8;9
935;34;0.062973
2923;84;8
2923;65;8
2923;68;5
2923;72;5
2923;78;1
2923;79;1
2923;81;48
2929;84;5
2929;65;5
2929;68;2
2929;72;2
2929;78;1
2929;79;1
2929;81;10
2932;84;6
2932;65;6
2932;68;3
2932;72;3
2932;78;2
2932;79;1
2932;81;16
2936;84;4
2936;65;4
2936;68;1
2936;72;1
2936;78;1
2936;79;1
2936;81;16
2938;84;14
2938;65;15
2938;68;8
2938;72;8
2938;81;512
2950;84;35
2950;65;35
2950;68;26
2950;72;26
2950;81;256
2977;84;5
2977;65;5
2977;81;8
2981;84;6
2981;65;6
2981;68;3
2981;72;3
2981;78;2
2981;79;1
2981;81;64
2985;84;4
2985;65;4
2985;68;1
2985;72;1
2985;78;1
2985;79;1
2985;81;256
2987;84;6
2987;65;6
2987;81;832
941;47;0.000001
941;8;2
941;9;2
941;34;0.062973
2993;84;5
2993;65;5
2993;68;2
2993;72;2
2993;78;1
2993;79;1
2993;81;16
3000;84;6
3000;65;6
3000;68;3
3000;72;3
3000;78;1
3000;79;1
3000;81;24
946;47;0.000001
946;8;5
946;9;23
946;34;0.062973
3030;84;6
3030;65;6
3030;68;3
3030;72;3
3030;78;2
3030;79;1
3030;81;16
3034;84;4
3034;65;4
3034;68;1
3034;72;1
3034;78;1
3034;79;1
3034;81;16
3036;84;14
3036;65;15
3036;68;8
3036;72;8
3036;81;512
3049;84;6
3049;65;7
3049;68;3
3049;72;3
3049;78;1
3049;79;1
3049;81;256
3054;84;9
3054;65;9
3054;68;1
3054;72;1
3054;81;936
972;47;0.000001
972;34;0.062973
974;47;0.000001
974;34;0.062973
991;47;0.000001
991;8;1
991;34;0.062973
3075;84;9
3075;65;13
3075;68;1
3075;72;1
3075;81;8
3078;84;5
3078;65;9
3078;68;2
3078;72;2
3078;78;1
3078;79;1
3078;81;4
986;47;0.000001
986;8;2
986;34;0.062973
3081;84;5
3081;65;5
3081;68;2
3081;72;2
3081;81;16
3081;69;1
3084;84;5
3084;65;5
3084;68;2
3084;72;2
3084;81;16
3084;69;1
1013;47;0.000001
1013;34;0.062973
984;47;0.000001
984;8;3
984;9;4
984;34;0.062973
3092;84;5
3092;65;18
3092;81;24
3101;84;31
3101;65;68
3101;68;12
3101;72;12
3101;78;11
3101;79;1
3101;81;216
3144;84;7
3144;65;7
3144;68;4
3144;72;4
3144;78;4
3144;79;1
3144;81;32
1106;47;0.000001
1106;34;0.062973
1107;47;0.000001
1107;19;12
1107;20;16
1107;23;1
1107;25;77
1107;26;121
1107;27;18
1107;28;12
1107;31;60
1107;33;12
1107;35;11
1107;34;0.076426
1107;38;61.392986
3280;162;5
3280;129;5
3280;130;4
3280;131;4
3280;132;1
3280;133;1
3280;137;2
3280;138;1
3280;139;1
3280;140;3
3280;142;1
3280;146;1
3280;134;1
3280;135;1
3280;164;1
3280;165;1
3280;166;1
3280;151;1
3280;153;1
3280;155;16
3280;156;24
3280;160;1
3280;163;16
3281;162;5
3281;129;5
3281;130;2
3281;131;2
3281;132;1
3281;133;1
3281;138;1
3281;139;1
3281;140;1
3281;142;1
3281;146;1
3281;134;1
3281;135;1
3281;164;1
3281;165;1
3281;166;1
3281;151;1
3281;153;1
3281;155;0
3281;156;8
3281;160;1
3281;163;0
3282;162;5
3282;129;5
3282;130;8
3282;131;6
3282;132;15
3282;133;8
3282;137;1
3282;138;2
3282;139;2
3282;140;3
3282;142;1
3282;146;1
3282;134;1
3282;135;2
3282;164;2
3282;165;1
3282;166;1
3282;151;1
3282;155;8
3282;156;24
3282;163;8
3283;162;5
3283;129;5
3283;130;8
3283;131;6
3283;132;15
3283;133;8
3283;137;1
3283;138;2
3283;139;2
3283;140;3
3283;142;1
3283;146;1
3283;134;1
3283;135;2
3283;164;2
3283;165;1
3283;166;1
3283;151;1
3283;155;8
3283;156;24
3283;163;8
3284;162;5
3284;129;5
3284;130;8
3284;131;6
3284;132;15
3284;133;8
3284;138;2
3284;139;2
3284;140;3
3284;142;1
3284;146;1
3284;134;1
3284;135;2
3284;164;2
3284;165;1
3284;166;1
3284;151;1
3284;153;4
3284;155;0
3284;156;24
3284;160;1
3284;163;0
3285;162;5
3285;129;5
3285;130;3
3285;131;3
3285;132;1
3285;133;1
3285;137;1
3285;138;1
3285;139;1
3285;140;2
3285;142;1
3285;146;1
3285;134;1
3285;135;1
3285;164;1
3285;165;1
3285;166;1
3285;151;1
3285;153;1
3285;155;4
3285;156;12
3285;160;1
3285;163;4
3286;162;5
3286;129;5
3286;130;11
3286;131;8
3286;132;20
3286;133;9
3286;137;2
3286;138;2
3286;139;2
3286;140;4
3286;142;1
3286;146;1
3286;134;1
3286;135;2
3286;164;2
3286;165;1
3286;166;1
3286;151;1
3286;155;12
3286;156;28
3286;163;12
3287;162;5
3287;129;5
3287;130;11
3287;131;8
3287;132;20
3287;133;9
3287;137;2
3287;138;2
3287;139;2
3287;140;4
3287;142;1
3287;146;1
3287;134;1
3287;135;2
3287;164;2
3287;165;1
3287;166;1
3287;151;1
3287;155;12
3287;156;28
3287;163;12
3288;162;5
3288;129;5
3288;130;11
3288;131;8
3288;132;20
3288;133;9
3288;137;1
3288;138;2
3288;139;2
3288;140;4
3288;142;1
3288;146;1
3288;134;1
3288;135;2
3288;164;2
3288;165;1
3288;166;1
3288;151;1
3288;153;4
3288;155;4
3288;156;28
3288;160;1
3288;163;4
3289;162;5
3289;129;5
3289;130;5
3289;131;5
3289;132;1
3289;133;1
3289;137;3
3289;138;1
3289;139;1
3289;140;4
3289;142;1
3289;146;1
3289;134;1
3289;135;1
3289;164;1
3289;165;1
3289;166;1
3289;151;1
3289;155;24
3289;156;28
3289;163;24
3290;162;5
3290;129;5
3290;130;3
3290;131;4
3290;132;6
3290;133;4
3290;137;1
3290;142;1
3290;146;1
3290;134;1
3290;135;1
3290;164;1
3290;165;1
3290;166;1
3290;151;1
3290;155;8
3290;163;8
3291;162;5
3291;129;5
3291;130;3
3291;131;4
3291;132;6
3291;133;4
3291;137;1
3291;142;1
3291;146;1
3291;134;1
3291;135;1
3291;164;1
3291;165;1
3291;166;1
3291;151;1
3291;155;8
3291;163;8
1111;47;0.000001
1111;9;12
1111;19;2
1111;20;2
1111;23;1
1111;25;14
1111;26;18
1111;27;4
1111;28;2
1111;31;10
1111;33;2
1111;34;0.073122
1111;38;59.207035
3327;162;5
3327;129;5
3327;130;7
3327;131;4
3327;132;9
3327;133;9
3327;137;1
3327;138;1
3327;139;1
3327;142;1
3327;146;1
3327;134;1
3327;135;2
3327;164;3
3327;165;2
3327;166;3
3327;151;1
3327;155;4
3327;163;4
3328;162;5
3328;129;5
3328;130;7
3328;131;4
3328;132;9
3328;133;9
3328;137;1
3328;138;1
3328;139;1
3328;142;1
3328;146;1
3328;134;1
3328;135;2
3328;164;3
3328;165;2
3328;166;3
3328;151;1
3328;155;4
3328;163;4
1137;47;0.000001
1137;8;1
1137;34;0.062973
3330;84;8
3330;65;13
3330;81;232
1173;47;0.000001
1173;8;1
1173;34;0.062973
3354;84;7
3354;65;7
3354;68;4
3354;72;4
3354;81;16
1176;47;0.000001
1176;8;2
1176;9;3
1176;34;0.062973
3360;84;5
3360;65;5
3360;68;2
3360;72;2
3360;81;8
3371;84;5
3371;65;7
3371;81;32
1206;47;0.000001
1206;8;1
1206;34;0.062973
3381;84;26
3381;65;29
3381;68;9
3381;72;9
3381;81;208
1252;47;0.000001
1252;34;0.062973
1250;47;0.000001
1250;34;0.062973
1398;47;0.000001
1398;34;0.062973
1507;47;0.000001
1507;9;300
1507;34;0.062973
1813;47;0.000001
1813;8;1
1813;34;0.062973
3867;84;7
3867;65;13
3867;68;4
