375;423;1198;20
423;75;1195;4
75;423;1196;4
423;231;1195;1
231;423;1196;1
423;416;1197;1
416;423;1198;1
423;75;1197;3
75;423;1198;3
423;453;1195;2
453;423;1196;2
423;244;1195;1
244;423;1196;1
423;456;1197;2
456;423;1198;2
423;472;1195;1
472;423;1196;1
423;424;1195;1
424;423;1196;1
423;457;1197;1
457;423;1198;1
423;425;1197;1
425;423;1198;1
423;782;1197;1
782;423;1198;1
423;372;1195;1
372;423;1196;1
479;141;1195;18
141;479;1196;18
492;105;1195;1
105;492;1196;1
492;141;1195;3
141;492;1196;3
509;525;1197;36
525;509;1198;36
509;555;1197;1
555;509;1198;1
509;548;1197;1
548;509;1198;1
509;550;1197;1
550;509;1198;1
509;540;1197;1
540;509;1198;1
509;529;1197;1
529;509;1198;1
509;534;1197;1
534;509;1198;1
509;531;1197;1
531;509;1198;1
509;530;1197;1
530;509;1198;1
509;546;1197;1
546;509;1198;1
509;528;1197;1
528;509;1198;1
509;558;1197;1
558;509;1198;1
509;481;1197;4
481;509;1198;4
509;535;1197;1
535;509;1198;1
509;541;1197;1
541;509;1198;1
509;542;1197;1
542;509;1198;1
509;510;1195;17
510;509;1196;17
509;544;1197;1
544;509;1198;1
509;547;1197;1
547;509;1198;1
509;543;1197;1
543;509;1198;1
509;545;1197;1
545;509;1198;1
509;559;1197;1
559;509;1198;1
509;514;1197;1
514;509;1198;1
509;560;1197;1
560;509;1198;1
509;533;1197;1
533;509;1198;1
509;557;1197;1
557;509;1198;1
509;537;1197;1
537;509;1198;1
509;553;1197;1
553;509;1198;1
509;556;1197;1
556;509;1198;1
509;539;1197;1
539;509;1198;1
509;536;1197;1
536;509;1198;1
509;551;1197;1
551;509;1198;1
509;552;1197;1
552;509;1198;1
509;519;1197;1
519;509;1198;1
509;549;1197;1
549;509;1198;1
509;554;1197;1
554;509;1198;1
509;532;1197;1
532;509;1198;1
509;538;1197;1
538;509;1198;1
509;509;1149;2
509;509;1150;2
526;141;1195;3
141;526;1196;3
526;528;1197;7
528;526;1198;7
526;514;1197;5
514;526;1198;5
526;518;1197;5
518;526;1198;5
526;517;1197;2
517;526;1198;2
526;529;1197;5
529;526;1198;5
526;513;1197;4
513;526;1198;4
526;515;1197;1
515;526;1198;1
526;516;1197;1
516;526;1198;1
526;519;1197;1
519;526;1198;1
526;510;1195;1
510;526;1196;1
583;586;1195;6
586;583;1196;6
583;703;1195;2
703;583;1196;2
583;438;1197;6
438;583;1198;6
583;392;1195;23
392;583;1196;23
583;413;1195;3
413;583;1196;3
583;427;1197;31
427;583;1198;31
583;411;1195;13
411;583;1196;13
583;581;1195;1
581;583;1196;1
583;440;1197;3
440;583;1198;3
583;1175;1197;1
1175;583;1198;1
583;584;1195;6
584;583;1196;6
583;1175;1195;2
1175;583;1196;2
583;1190;1195;8
1190;583;1196;8
583;664;1195;5
664;583;1196;5
583;415;1195;2
415;583;1196;2
583;579;1197;1
579;583;1198;1
583;390;1195;6
390;583;1196;6
583;662;1195;2
662;583;1196;2
583;439;1197;6
439;583;1198;6
583;836;1197;1
836;583;1198;1
583;437;1197;1
437;583;1198;1
583;580;1195;2
580;583;1196;2
583;704;1197;1
704;583;1198;1
583;663;1195;2
663;583;1196;2
583;582;1195;7
582;583;1196;7
583;836;1195;2
836;583;1196;2
583;1178;1195;2
1178;583;1196;2
583;585;1195;6
585;583;1196;6
583;704;1195;2
704;583;1196;2
583;387;1195;9
387;583;1196;9
583;399;1195;4
399;583;1196;4
583;663;1197;1
663;583;1198;1
583;403;1195;1
403;583;1196;1
583;662;1197;1
662;583;1198;1
583;405;1195;3
405;583;1196;3
583;436;1197;1
436;583;1198;1
583;579;1195;2
579;583;1196;2
583;587;1195;6
587;583;1196;6
583;703;1197;1
703;583;1198;1
583;574;1195;1
574;583;1196;1
583;412;1195;1
412;583;1196;1
583;581;1197;1
581;583;1198;1
583;580;1197;1
580;583;1198;1
583;1178;1197;1
1178;583;1198;1
583;400;1195;1
400;583;1196;1
583;466;1197;1
466;583;1198;1
583;509;1149;4
509;583;1150;4
591;4897;1195;4
4897;591;1196;4
591;1192;1195;3
1192;591;1196;3
591;1997;1195;4
1997;591;1196;4
591;6374;1195;4
6374;591;1196;4
591;978;1197;8
978;591;1198;8
591;1191;1197;1
1191;591;1198;1
591;2068;1195;3
2068;591;1196;3
591;1998;1195;3
1998;591;1196;3
591;988;1197;1
988;591;1198;1
591;2395;1195;3
2395;591;1196;3
591;1496;1195;4
1496;591;1196;4
591;597;1195;8
597;591;1196;8
591;1996;1195;4
1996;591;1196;4
591;1997;1197;1
1997;591;1198;1
591;2395;1197;1
2395;591;1198;1
591;988;1195;4
988;591;1196;4
591;976;1195;4
976;591;1196;4
591;1496;1197;1
1496;591;1198;1
591;2061;1195;4
2061;591;1196;4
591;127;1197;1
127;591;1198;1
591;989;1195;3
989;591;1196;3
591;1996;1197;1
1996;591;1198;1
591;2067;1195;4
2067;591;1196;4
591;940;1195;4
940;591;1196;4
591;2067;1197;1
2067;591;1198;1
591;590;1197;1
590;591;1198;1
591;1959;1195;3
1959;591;1196;3
591;989;1197;1
989;591;1198;1
591;175;1197;1
175;591;1198;1
591;2068;1197;1
2068;591;1198;1
591;175;1195;1
175;591;1196;1
591;4897;1197;1
4897;591;1198;1
591;1497;1195;3
1497;591;1196;3
591;1192;1197;1
1192;591;1198;1
591;590;1195;4
590;591;1196;4
591;976;1197;1
976;591;1198;1
591;977;1197;1
977;591;1198;1
591;977;1195;3
977;591;1196;3
591;1191;1195;4
1191;591;1196;4
591;2346;1197;1
2346;591;1198;1
591;2006;1197;1
2006;591;1198;1
591;2006;1195;1
2006;591;1196;1
591;2346;1195;3
2346;591;1196;3
591;6374;1197;1
6374;591;1198;1
591;1497;1197;1
1497;591;1198;1
591;1998;1197;1
1998;591;1198;1
591;127;1195;1
127;591;1196;1
591;940;1197;1
940;591;1198;1
591;1959;1197;1
1959;591;1198;1
591;2061;1197;1
2061;591;1198;1
618;620;1197;2
620;618;1198;2
618;422;1197;1
422;618;1198;1
618;619;1195;4
619;618;1196;4
618;412;1195;2
412;618;1196;2
618;624;1197;2
624;618;1198;2
623;619;1195;1
619;623;1196;1
623;620;1197;1
620;623;1198;1
631;375;1197;3
375;631;1198;3
631;75;1195;1
75;631;1196;1
631;619;1195;1
619;631;1196;1
634;75;1195;1
75;634;1196;1
634;75;1197;1
75;634;1198;1
634;632;1195;1
632;634;1196;1
650;589;1195;1
589;650;1196;1
650;411;1195;1
411;650;1196;1
650;416;1197;1
416;650;1198;1
650;668;1197;1
668;650;1198;1
650;405;1195;1
405;650;1196;1
650;437;1197;1
437;650;1198;1
650;399;1195;1
399;650;1196;1
650;563;1197;1
563;650;1198;1
650;75;1195;1
75;650;1196;1
650;436;1197;1
436;650;1198;1
650;651;1195;1
651;650;1196;1
650;658;1149;1
658;650;1150;1
650;650;1149;1
650;650;1150;1
652;651;1195;1
651;652;1196;1
652;75;1195;1
75;652;1196;1
652;75;1197;1
75;652;1198;1
652;481;1197;1
481;652;1198;1
658;779;1195;1
779;658;1196;1
658;789;1197;4
789;658;1198;4
658;491;1195;1
491;658;1196;1
658;471;1197;1
471;658;1198;1
658;659;1195;1
659;658;1196;1
658;415;1195;1
415;658;1196;1
658;783;1197;1
783;658;1198;1
658;660;1197;1
660;658;1198;1
658;781;1197;1
781;658;1198;1
658;75;1197;1
75;658;1198;1
658;75;1195;1
75;658;1196;1
666;390;1195;1
390;666;1196;1
666;665;1197;1
665;666;1198;1
666;5375;1197;1
5375;666;1198;1
666;436;1197;1
436;666;1198;1
666;415;1195;4
415;666;1196;4
666;392;1195;1
392;666;1196;1
666;665;1195;2
665;666;1196;2
666;1179;1195;2
1179;666;1196;2
666;437;1197;1
437;666;1198;1
666;1179;1197;1
1179;666;1198;1
666;5375;1195;2
5375;666;1196;2
666;405;1195;1
405;666;1196;1
666;427;1197;1
427;666;1198;1
666;667;1195;2
667;666;1196;2
678;460;1197;6
460;678;1198;6
678;437;1197;1
437;678;1198;1
678;471;1197;3
471;678;1198;3
678;427;1197;3
427;678;1198;3
678;429;1197;3
429;678;1198;3
678;425;1197;3
425;678;1198;3
678;422;1195;1
422;678;1196;1
678;75;1197;1
75;678;1198;1
678;75;1195;1
75;678;1196;1
678;436;1197;1
436;678;1198;1
678;491;1195;1
491;678;1196;1
687;688;1195;1
688;687;1196;1
687;481;1197;1
481;687;1198;1
687;405;1195;2
405;687;1196;2
687;693;1197;1
693;687;1198;1
687;401;1195;1
401;687;1196;1
687;690;1197;1
690;687;1198;1
687;689;1197;1
689;687;1198;1
687;696;1197;1
696;687;1198;1
687;141;1195;6
141;687;1196;6
687;692;1197;1
692;687;1198;1
687;691;1197;1
691;687;1198;1
687;694;1197;1
694;687;1198;1
687;695;1197;1
695;687;1198;1
687;697;1197;1
697;687;1198;1
687;687;1149;2
687;687;1150;2
701;427;1197;32
427;701;1198;32
701;565;1195;1
565;701;1196;1
701;412;1195;14
412;701;1196;14
701;717;1197;1
717;701;1198;1
701;471;1197;10
471;701;1198;10
701;466;1197;28
466;701;1198;28
701;411;1195;8
411;701;1196;8
701;414;1195;11
414;701;1196;11
701;425;1197;10
425;701;1198;10
701;429;1197;10
429;701;1198;10
701;571;1195;1
571;701;1196;1
701;436;1197;1
436;701;1198;1
701;410;1195;5
410;701;1196;5
701;777;1197;2
777;701;1198;2
701;468;1197;1
468;701;1198;1
701;710;1197;8
710;701;1198;8
701;724;1195;2
724;701;1196;2
701;744;1197;3
744;701;1198;3
701;567;1195;1
567;701;1196;1
701;75;1195;1
75;701;1196;1
701;400;1195;4
400;701;1196;4
701;399;1195;5
399;701;1196;5
701;684;1195;1
684;701;1196;1
701;723;1195;3
723;701;1196;3
701;405;1195;5
405;701;1196;5
701;401;1195;3
401;701;1196;3
701;403;1195;1
403;701;1196;1
701;570;1195;1
570;701;1196;1
701;392;1195;1
392;701;1196;1
701;683;1195;1
683;701;1196;1
701;437;1197;1
437;701;1198;1
701;415;1195;1
415;701;1196;1
701;572;1195;1
572;701;1196;1
701;569;1195;1
569;701;1196;1
701;454;1195;1
454;701;1196;1
701;48;1195;1
48;701;1196;1
701;568;1195;1
568;701;1196;1
701;390;1195;1
390;701;1196;1
701;722;1195;2
722;701;1196;2
701;491;1195;1
491;701;1196;1
701;710;1195;1
710;701;1196;1
701;75;1197;1
75;701;1198;1
705;141;1195;12
141;705;1196;12
705;708;1197;1
708;705;1198;1
705;4481;1195;1
4481;705;1196;1
705;411;1195;2
411;705;1196;2
705;403;1195;2
403;705;1196;2
705;410;1195;1
410;705;1196;1
705;702;1195;1
702;705;1196;1
705;414;1195;1
414;705;1196;1
705;706;1195;1
706;705;1196;1
705;359;1197;1
359;705;1198;1
778;466;1197;13
466;778;1198;13
778;427;1197;35
427;778;1198;35
778;779;1195;5
779;778;1196;5
778;438;1197;3
438;778;1198;3
778;390;1195;3
390;778;1196;3
778;393;1195;1
393;778;1196;1
778;75;1195;1
75;778;1196;1
778;405;1195;3
405;778;1196;3
778;400;1195;4
400;778;1196;4
778;463;1197;4
463;778;1198;4
778;831;1197;2
831;778;1198;2
778;399;1195;5
399;778;1196;5
778;411;1195;2
411;778;1196;2
778;415;1195;3
415;778;1196;3
778;412;1195;6
412;778;1196;6
778;439;1197;3
439;778;1198;3
778;436;1197;1
436;778;1198;1
778;574;1195;1
574;778;1196;1
778;392;1195;3
392;778;1196;3
778;437;1197;1
437;778;1198;1
778;571;1195;1
571;778;1196;1
778;403;1195;2
403;778;1196;2
778;413;1195;1
413;778;1196;1
778;401;1195;1
401;778;1196;1
778;661;1195;1
661;778;1196;1
778;658;1149;1
658;778;1150;1
778;778;1149;2
778;778;1150;2
791;401;1195;1
401;791;1196;1
791;814;1197;1
814;791;1198;1
791;5384;1197;1
5384;791;1198;1
791;5833;1197;1
5833;791;1198;1
791;779;1195;1
779;791;1196;1
791;794;1197;1
794;791;1198;1
837;841;1197;1
841;837;1198;1
837;779;1195;4
779;837;1196;4
837;698;1195;1
698;837;1196;1
837;481;1197;3
481;837;1198;3
837;903;1195;1
903;837;1196;1
837;905;1197;1
905;837;1198;1
837;5270;1195;3
5270;837;1196;3
837;141;1195;1
141;837;1196;1
837;839;1195;1
839;837;1196;1
837;838;1195;1
838;837;1196;1
837;842;1197;1
842;837;1198;1
837;904;1197;1
904;837;1198;1
837;840;1197;1
840;837;1198;1
837;837;1149;2
837;837;1150;2
837;509;1149;1
509;837;1150;1
914;392;1195;1
392;914;1196;1
914;403;1195;1
403;914;1196;1
914;411;1195;3
411;914;1196;3
914;779;1195;1
779;914;1196;1
914;401;1195;2
401;914;1196;2
935;779;1195;1
779;935;1196;1
935;141;1195;1
141;935;1196;1
935;936;1195;1
936;935;1196;1
941;779;1195;1
779;941;1196;1
941;941;1149;1
941;941;1150;1
946;415;1195;1
415;946;1196;1
946;141;1195;1
141;946;1196;1
946;948;1197;1
948;946;1198;1
946;946;1149;2
946;946;1150;2
972;427;1197;3
427;972;1198;3
972;779;1195;1
779;972;1196;1
972;415;1195;1
415;972;1196;1
974;427;1197;28
427;974;1198;28
974;428;1197;9
428;974;1198;9
974;396;1195;4
396;974;1196;4
974;1017;1195;1
1017;974;1196;1
974;439;1197;17
439;974;1198;17
974;438;1197;17
438;974;1198;17
974;468;1197;43
468;974;1198;43
974;993;1197;14
993;974;1198;14
974;491;1195;1
491;974;1196;1
974;394;1195;5
394;974;1196;5
974;411;1195;12
411;974;1196;12
974;441;1197;2
441;974;1198;2
974;412;1195;4
412;974;1196;4
974;410;1195;6
410;974;1196;6
974;975;1195;2
975;974;1196;2
974;453;1197;4
453;974;1198;4
974;390;1195;7
390;974;1196;7
974;399;1195;7
399;974;1196;7
974;408;1195;4
408;974;1196;4
974;415;1195;10
415;974;1196;10
974;409;1195;1
409;974;1196;1
974;75;1195;1
75;974;1196;1
974;403;1195;5
403;974;1196;5
974;414;1195;1
414;974;1196;1
974;433;1197;6
433;974;1198;6
974;61;1197;6
61;974;1198;6
974;454;1197;2
454;974;1198;2
974;413;1195;5
413;974;1196;5
974;453;1195;4
453;974;1196;4
974;458;1197;1
458;974;1198;1
974;397;1195;5
397;974;1196;5
974;573;1195;1
573;974;1196;1
974;405;1195;5
405;974;1196;5
974;436;1197;1
436;974;1198;1
974;980;1197;1
980;974;1198;1
974;979;1197;1
979;974;1198;1
974;473;1195;1
473;974;1196;1
974;391;1195;2
391;974;1196;2
974;401;1195;1
401;974;1196;1
974;416;1197;1
416;974;1198;1
974;442;1197;2
442;974;1198;2
974;463;1197;1
463;974;1198;1
974;576;1195;1
576;974;1196;1
974;440;1197;1
440;974;1198;1
974;1002;1197;3
1002;974;1198;3
974;387;1195;1
387;974;1196;1
974;572;1195;1
572;974;1196;1
974;980;1195;1
980;974;1196;1
974;1009;1197;1
1009;974;1198;1
974;437;1197;1
437;974;1198;1
974;979;1195;1
979;974;1196;1
974;984;1149;2
984;974;1150;2
974;1013;1149;1
1013;974;1150;1
974;986;1149;2
986;974;1150;2
974;509;1149;2
509;974;1150;2
984;365;1195;1
365;984;1196;1
984;1010;1197;1
1010;984;1198;1
984;1003;1197;1
1003;984;1198;1
984;5700;1195;1
5700;984;1196;1
984;1002;1197;1
1002;984;1198;1
984;1004;1197;4
1004;984;1198;4
984;427;1197;6
427;984;1198;6
984;1070;1197;2
1070;984;1198;2
984;998;1197;1
998;984;1198;1
984;996;1195;1
996;984;1196;1
984;1001;1197;1
1001;984;1198;1
984;1034;1197;1
1034;984;1198;1
984;996;1197;1
996;984;1198;1
984;1033;1197;1
1033;984;1198;1
984;1014;1195;1
1014;984;1196;1
984;978;1195;1
978;984;1196;1
984;1015;1197;2
1015;984;1198;2
984;75;1197;1
75;984;1198;1
984;430;1195;1
430;984;1196;1
984;984;1149;6
984;984;1150;6
984;984;1151;3
984;984;1152;3
984;591;1149;2
591;984;1150;2
984;509;1149;3
509;984;1150;3
991;990;1195;2
990;991;1196;2
991;192;1195;2
192;991;1196;2
991;192;1197;1
192;991;1198;1
991;990;1197;1
990;991;1198;1
1013;1083;1195;2
1083;1013;1196;2
1013;1012;1195;1
1012;1013;1196;1
1013;6331;1195;1
6331;1013;1196;1
1013;1012;1197;1
1012;1013;1198;1
1013;1014;1195;1
1014;1013;1196;1
1013;3;1149;1
3;1013;1150;1
1094;390;1195;2
390;1094;1196;2
1094;975;1195;6
975;1094;1196;6
1094;1926;1195;2
1926;1094;1196;2
1094;1100;1197;1
1100;1094;1198;1
1094;415;1195;2
415;1094;1196;2
1094;394;1195;1
394;1094;1196;1
1094;405;1195;2
405;1094;1196;2
1106;412;1195;1
412;1106;1196;1
1106;975;1195;1
975;1106;1196;1
1106;415;1195;1
415;1106;1196;1
1107;1102;1197;3
1102;1107;1198;3
1107;1108;1197;13
1108;1107;1198;13
1107;415;1195;1
415;1107;1196;1
1107;1071;1197;3
1071;1107;1198;3
1107;1073;1197;3
1073;1107;1198;3
1107;48;1195;1
48;1107;1196;1
1107;416;1197;1
416;1107;1198;1
1107;471;1197;1
471;1107;1198;1
1107;390;1195;2
390;1107;1196;2
1107;411;1195;6
411;1107;1196;6
1107;1002;1197;1
1002;1107;1198;1
1107;1074;1197;1
1074;1107;1198;1
1107;473;1195;1
473;1107;1196;1
1107;993;1197;1
993;1107;1198;1
1107;429;1197;2
429;1107;1198;2
1107;1101;1197;2
1101;1107;1198;2
1107;75;1195;1
75;1107;1196;1
1107;491;1195;1
491;1107;1196;1
1107;1075;1197;1
1075;1107;1198;1
1107;975;1195;1
975;1107;1196;1
1107;425;1197;2
425;1107;1198;2
1107;471;1195;1
471;1107;1196;1
1111;427;1197;14
427;1111;1198;14
1111;1117;1197;14
1117;1111;1198;14
1111;471;1197;2
471;1111;1198;2
1111;425;1197;2
425;1111;1198;2
1111;1113;1197;12
1113;1111;1198;12
1111;403;1195;1
403;1111;1196;1
1111;408;1195;2
408;1111;1196;2
1111;413;1195;4
413;1111;1196;4
1111;75;1197;2
75;1111;1198;2
1111;491;1195;1
491;1111;1196;1
1111;429;1197;2
429;1111;1198;2
1111;1140;1197;12
1140;1111;1198;12
1111;1114;1195;1
1114;1111;1196;1
1111;411;1195;4
411;1111;1196;4
1111;437;1197;1
437;1111;1198;1
1111;624;1197;1
624;1111;1198;1
1111;48;1195;2
48;1111;1196;2
1111;442;1197;1
442;1111;1198;1
1111;621;1197;1
621;1111;1198;1
1111;1114;1197;2
1114;1111;1198;2
1111;436;1197;1
436;1111;1198;1
1111;441;1197;1
441;1111;1198;1
1111;438;1197;1
438;1111;1198;1
1111;1118;1197;1
1118;1111;1198;1
1111;1112;1195;1
1112;1111;1196;1
1111;399;1195;2
399;1111;1196;2
1111;439;1197;1
439;1111;1198;1
1111;415;1195;1
415;1111;1196;1
1137;1138;1195;4
1138;1137;1196;4
1137;1137;1149;1
1137;1137;1150;1
1173;436;1197;1
436;1173;1198;1
1173;437;1197;1
437;1173;1198;1
1176;427;1197;9
427;1176;1198;9
1176;415;1195;3
415;1176;1196;3
1176;412;1195;4
412;1176;1196;4
1176;466;1197;3
466;1176;1198;3
1176;436;1197;1
436;1176;1198;1
1176;437;1197;1
437;1176;1198;1
1176;589;1195;1
589;1176;1196;1
1176;1176;1149;1
1176;1176;1150;1
1250;437;1197;1
437;1250;1198;1
1250;1251;1195;1
1251;1250;1196;1
1250;415;1195;2
415;1250;1196;2
1250;1396;1195;1
1396;1250;1196;1
1250;436;1197;1
436;1250;1198;1
1252;1265;1197;1
1265;1252;1198;1
1252;1386;1195;1
1386;1252;1196;1
1252;1251;1195;2
1251;1252;1196;2
1252;1394;1195;1
1394;1252;1196;1
1252;427;1197;1
427;1252;1198;1
1252;1393;1195;1
1393;1252;1196;1
1252;1396;1197;1
1396;1252;1198;1
1252;1391;1195;1
1391;1252;1196;1
1398;427;1197;105
427;1398;1198;105
1398;412;1195;22
412;1398;1196;22
1398;403;1195;13
403;1398;1196;13
1398;473;1195;1
473;1398;1196;1
1398;466;1197;43
466;1398;1198;43
1398;400;1195;18
400;1398;1196;18
1398;468;1197;49
468;1398;1198;49
1398;410;1195;6
410;1398;1196;6
1398;572;1195;1
572;1398;1196;1
1398;401;1195;6
401;1398;1196;6
1398;415;1195;10
415;1398;1196;10
1398;405;1195;12
405;1398;1196;12
1398;428;1197;1
428;1398;1198;1
1398;463;1197;1
463;1398;1198;1
1398;411;1195;5
411;1398;1196;5
1398;413;1195;1
413;1398;1196;1
1398;399;1195;7
399;1398;1196;7
1398;414;1195;5
414;1398;1196;5
1398;391;1195;2
391;1398;1196;2
1398;392;1195;2
392;1398;1196;2
1398;436;1197;1
436;1398;1198;1
1398;568;1195;1
568;1398;1196;1
1398;437;1197;1
437;1398;1198;1
1398;588;1195;1
588;1398;1196;1
1398;574;1195;1
574;1398;1196;1
1398;393;1195;1
393;1398;1196;1
1398;416;1197;1
416;1398;1198;1
1398;576;1195;1
576;1398;1196;1
1398;571;1195;1
571;1398;1196;1
1398;975;1195;1
975;1398;1196;1
1398;573;1195;1
573;1398;1196;1
1398;509;1149;2
509;1398;1150;2
1416;403;1195;1
403;1416;1196;1
1480;1399;1195;1
1399;1480;1196;1
1480;481;1197;1
481;1480;1198;1
1507;1399;1195;1
1399;1507;1196;1
1507;1716;1197;1
1716;1507;1198;1
1507;1590;1197;1
1590;1507;1198;1
1507;1507;1153;2
1507;1507;1154;2
1813;231;1195;2
231;1813;1196;2
1813;1814;1195;1
1814;1813;1196;1
1813;231;1197;2
231;1813;1198;2
1813;418;1195;1
418;1813;1196;1
1824;183;1197;2
183;1824;1198;2
1824;1825;1195;2
1825;1824;1196;2
1824;16;1197;1
16;1824;1198;1
1824;1941;1197;1
1941;1824;1198;1
1824;41;1197;1
41;1824;1198;1
1824;54;1197;2
54;1824;1198;2
1824;1952;1197;1
1952;1824;1198;1
1824;148;1197;1
148;1824;1198;1
1824;1830;1195;1
1830;1824;1196;1
1824;415;1195;1
415;1824;1196;1
1824;1827;1195;1
1827;1824;1196;1
1824;418;1195;1
418;1824;1196;1
1826;1827;1197;1
1827;1826;1198;1
1828;75;1195;3
75;1828;1196;3
1828;399;1195;1
399;1828;1196;1
1828;391;1195;1
391;1828;1196;1
1828;408;1195;1
408;1828;1196;1
1828;75;1197;1
75;1828;1198;1
1828;1825;1195;1
1825;1828;1196;1
1828;390;1195;1
390;1828;1196;1
1834;1878;1195;1
1878;1834;1196;1
1834;415;1195;2
415;1834;1196;2
1834;405;1195;6
405;1834;1196;6
1834;1835;1195;1
1835;1834;1196;1
1870;1872;1195;1
1872;1870;1196;1
1870;1873;1195;1
1873;1870;1196;1
1870;1871;1197;1
1871;1870;1198;1
1870;1874;1195;1
1874;1870;1196;1
1870;1879;1197;1
1879;1870;1198;1
1870;1874;1197;1
1874;1870;1198;1
1870;1871;1195;1
1871;1870;1196;1
1870;1880;1197;1
1880;1870;1198;1
1870;1873;1197;1
1873;1870;1198;1
1870;1877;1197;1
1877;1870;1198;1
1870;1872;1197;1
1872;1870;1198;1
1875;1876;1195;1
1876;1875;1196;1
1924;148;1197;1
148;1924;1198;1
1924;183;1197;2
183;1924;1198;2
1924;183;1195;1
183;1924;1196;1
1924;148;1195;1
148;1924;1196;1
1957;1971;1195;1
1971;1957;1196;1
1957;1884;1195;1
1884;1957;1196;1
1957;1881;1195;1
1881;1957;1196;1
1957;1878;1195;1
1878;1957;1196;1
1957;75;1195;1
75;1957;1196;1
1957;1973;1195;1
1973;1957;1196;1
1957;1969;1195;1
1969;1957;1196;1
1957;1972;1195;1
